Parsing time,Preprocessing time,Checking time,Related objects collection time,QP to QC conversion time,QC to QO conversion time,Query rewriting time,Cost-based optimization time,Predicate Grant Injection,Collect Samples and Dcount Est.,total,proc_time,sql_exec_time,app_prep_time,app_exec_time
0,15,7,0,17,0,224,4,151,1,283,43,68,286.0,87.0
0,12,7,0,8,1,190,4,145,1,234,14,77,237.0,94.0
0,8,6,0,8,0,189,4,145,1,229,14,63,232.0,99.0
0,12,7,0,8,0,190,4,146,1,233,14,65,236.0,89.0
0,7,7,0,8,1,200,4,153,1,240,17,79,244.0,90.0
0,11,7,0,8,1,196,4,150,1,239,16,70,243.0,114.0
0,10,6,0,8,1,191,4,146,1,232,15,86,236.0,92.0
0,15,7,0,8,1,190,4,145,1,238,14,71,242.0,117.0
0,9,6,0,8,1,188,4,144,1,228,14,75,231.0,95.0
0,13,7,0,8,1,194,4,149,1,238,14,70,242.0,98.0
0,13,7,0,8,1,197,4,149,1,242,18,70,246.0,92.0
0,7,7,0,8,1,190,4,145,1,229,14,71,232.0,90.0
0,12,7,0,8,1,220,4,171,1,264,18,75,267.0,97.0
0,9,7,0,8,1,192,4,147,1,233,14,64,236.0,98.0
0,12,7,0,8,1,190,4,146,1,233,14,64,237.0,86.0
0,10,7,0,8,0,196,4,149,1,239,17,74,242.0,88.0
0,10,7,0,8,0,196,4,149,1,237,17,69,240.0,98.0
0,11,7,0,8,0,190,4,146,1,233,14,67,236.0,89.0
0,13,7,0,8,1,189,4,145,1,235,14,67,239.0,89.0
0,12,6,0,12,1,196,4,148,1,244,17,69,247.0,89.0
0,12,7,0,8,1,197,4,148,1,241,18,65,244.0,91.0
0,12,7,0,8,1,195,4,149,1,240,16,71,243.0,89.0
0,14,7,0,8,1,190,4,145,1,236,14,80,239.0,94.0
0,10,7,0,8,1,199,4,152,1,241,17,67,244.0,100.0
0,12,7,0,8,1,205,4,156,1,249,18,67,253.0,88.0
0,13,6,0,8,0,189,4,145,1,235,14,77,238.0,89.0
0,10,7,0,8,1,190,4,146,1,232,14,85,235.0,104.0
0,9,7,0,7,1,189,4,145,1,229,14,81,233.0,105.0
0,14,6,0,8,1,190,4,146,1,237,14,73,240.0,104.0
0,11,7,0,8,0,189,4,145,1,231,14,79,234.0,99.0
0,14,6,0,8,1,189,4,145,1,235,14,65,238.0,103.0
0,11,6,0,8,0,199,4,150,1,241,18,91,244.0,89.0
0,11,6,0,8,1,193,4,145,1,235,13,73,238.0,113.0
0,8,7,0,11,1,190,4,145,1,233,14,85,237.0,104.0
0,12,7,0,8,1,189,4,145,1,234,14,74,238.0,116.0
0,14,7,0,7,1,188,4,144,1,234,14,62,237.0,98.0
0,10,7,0,8,1,200,4,151,1,242,18,74,245.0,84.0
0,10,8,0,8,0,198,4,153,1,240,14,67,244.0,99.0
