Parsing time,Preprocessing time,Checking time,Related objects collection time,QP to QC conversion time,QC to QO conversion time,Query rewriting time,Cost-based optimization time,Collect Samples and Dcount Est.,Predicate Grant Injection,total,sql_exec_time,app_prep_time,app_exec_time
2,13,7,0,9,1,30,4,1,0,86,65,90.0,92.0
4,20,7,0,10,1,30,4,1,0,97,68,100.0,88.0
4,19,7,0,10,1,30,4,1,0,96,67,99.0,93.0
2,19,7,0,9,1,30,4,1,0,92,61,96.0,91.0
2,14,7,0,9,1,30,4,1,0,87,68,90.0,82.0
4,16,7,0,9,1,30,4,1,0,92,67,95.0,92.0
4,14,7,0,10,1,30,4,1,0,91,62,95.0,90.0
4,17,7,0,10,1,30,4,1,0,94,65,98.0,84.0
4,26,12,0,17,3,42,9,3,0,146,64,150.0,88.0
4,15,7,0,9,1,30,4,1,0,92,67,97.0,84.0
4,17,7,0,10,1,30,4,1,0,94,60,98.0,88.0
3,17,7,0,9,1,30,4,1,0,93,65,96.0,81.0
4,14,7,0,10,1,30,4,1,0,90,66,94.0,87.0
4,18,7,0,10,1,31,4,1,0,97,58,100.0,87.0
4,16,7,0,9,1,30,4,1,0,93,77,96.0,78.0
4,18,7,0,10,1,30,4,1,0,94,69,98.0,98.0
2,14,7,0,9,1,30,4,1,0,88,70,91.0,90.0
4,19,7,0,10,1,30,4,1,0,95,56,99.0,90.0
3,20,7,0,10,1,30,4,1,0,94,58,97.0,80.0
4,15,7,0,9,1,30,4,1,0,91,58,94.0,82.0
4,15,7,0,10,1,30,4,1,0,92,65,95.0,79.0
4,16,7,0,10,1,30,4,1,0,91,59,95.0,88.0
4,18,7,0,10,1,30,4,1,0,95,70,98.0,81.0
4,16,7,0,10,1,30,4,1,0,92,67,95.0,90.0
4,16,7,0,9,1,30,4,1,0,91,68,94.0,88.0
2,14,7,0,10,1,30,4,1,0,88,78,91.0,93.0
4,21,7,0,9,1,30,4,1,0,98,69,101.0,100.0
4,18,7,0,9,1,30,4,1,0,94,67,97.0,91.0
4,17,7,0,9,1,30,4,1,0,92,66,96.0,89.0
4,15,7,0,9,1,30,4,1,0,92,67,95.0,89.0
4,20,7,0,10,1,30,4,1,0,96,73,99.0,87.0
4,20,7,0,9,1,30,4,1,0,96,71,100.0,96.0
4,15,7,0,9,1,30,4,1,0,91,68,94.0,93.0
4,25,7,0,13,3,36,4,3,0,119,67,123.0,92.0
4,17,7,0,9,1,31,4,1,0,94,70,98.0,90.0
9,14,7,0,9,1,30,4,1,0,96,63,99.0,93.0
2,15,7,0,10,1,31,4,1,0,91,57,94.0,88.0
2,14,7,0,9,1,30,4,1,0,89,65,92.0,80.0
4,14,7,0,10,1,31,4,1,0,92,68,95.0,88.0
3,19,7,0,10,1,30,4,1,0,94,76,97.0,90.0
2,14,7,0,9,1,30,4,1,0,88,82,91.0,98.0
3,17,7,0,10,1,30,4,1,0,93,61,96.0,113.0
4,14,7,0,10,1,30,4,1,0,91,68,94.0,86.0
4,22,7,0,9,1,30,4,1,0,97,70,100.0,91.0
4,20,7,0,10,1,31,4,1,0,98,63,102.0,90.0
4,15,7,0,9,1,30,4,1,0,91,63,95.0,87.0
4,17,7,0,9,1,30,4,1,0,92,62,95.0,89.0
4,17,7,0,9,1,30,4,1,0,93,57,96.0,83.0
4,15,7,0,9,1,30,4,1,0,92,61,95.0,77.0
3,20,7,0,10,1,30,4,1,0,96,80,99.0,82.0
4,24,7,0,9,1,30,4,1,0,100,65,103.0,101.0
4,17,7,0,9,1,30,4,1,0,93,80,96.0,87.0
4,14,7,0,9,1,30,4,1,0,89,69,92.0,103.0
4,16,7,0,10,1,30,4,1,0,92,71,96.0,90.0
4,17,7,0,9,1,30,4,1,0,94,64,97.0,93.0
4,17,7,0,9,1,30,4,1,0,93,68,96.0,85.0
4,17,7,0,9,1,30,4,1,0,94,64,98.0,94.0
4,14,7,0,10,1,30,4,1,0,92,69,95.0,88.0
4,15,7,0,10,1,30,4,1,0,91,71,95.0,91.0
3,15,7,0,9,1,30,4,1,0,90,61,95.0,91.0
4,21,7,0,9,1,30,4,1,0,98,67,101.0,81.0
3,16,7,0,10,1,30,4,1,0,91,64,94.0,88.0
4,16,7,0,9,1,30,4,1,0,92,62,96.0,84.0
4,18,7,0,9,1,30,4,1,0,94,71,97.0,84.0
4,14,7,0,9,1,30,4,1,0,90,65,93.0,93.0
4,14,7,0,9,1,30,4,1,0,90,64,93.0,92.0
4,23,7,0,9,1,30,4,1,0,99,87,102.0,88.0
2,17,7,0,9,1,30,4,1,0,91,65,95.0,111.0
4,26,7,0,9,1,30,4,1,0,102,60,105.0,89.0
4,24,7,0,10,1,30,4,1,0,101,71,104.0,82.0
4,19,7,0,10,1,30,4,1,0,94,70,98.0,94.0
2,14,7,0,10,1,30,4,1,0,88,70,90.0,93.0
4,20,7,0,9,1,30,4,1,0,96,63,99.0,98.0
4,17,7,0,10,1,31,4,1,0,94,73,97.0,84.0
4,17,7,0,10,1,30,4,1,0,93,71,96.0,102.0
3,16,7,0,10,1,31,4,1,0,92,75,95.0,91.0
4,23,7,0,9,1,30,4,1,0,99,63,103.0,107.0
4,16,7,0,9,1,30,4,1,0,92,61,95.0,90.0
4,17,7,0,10,1,30,4,1,0,93,64,96.0,87.0
3,18,7,0,10,1,30,4,1,0,94,63,97.0,90.0
3,17,7,0,9,1,30,4,1,0,91,61,95.0,87.0
2,15,7,0,9,1,30,4,1,0,89,73,92.0,85.0
4,18,7,0,10,1,30,4,1,0,94,71,98.0,99.0
2,14,7,0,9,1,30,4,1,0,87,77,90.0,90.0
3,15,7,0,10,1,30,4,1,0,90,68,94.0,107.0
4,17,7,0,9,1,31,4,1,0,94,66,97.0,88.0
4,21,7,0,9,1,31,4,1,0,98,70,101.0,87.0
4,14,7,0,9,1,30,4,1,0,90,67,93.0,96.0
4,14,7,0,9,1,30,4,1,0,90,81,94.0,89.0
4,15,7,0,9,1,30,4,1,0,91,67,94.0,103.0
3,15,7,0,9,1,30,4,1,0,91,67,93.0,90.0
4,15,7,0,10,1,31,4,1,0,92,64,95.0,88.0
3,18,7,0,9,1,30,4,1,0,93,59,97.0,86.0
3,19,7,0,9,1,30,4,1,0,95,68,98.0,83.0
3,16,7,0,9,1,30,4,1,0,91,70,94.0,89.0
2,14,7,0,10,1,30,4,1,0,88,67,92.0,91.0
2,14,7,0,9,1,30,4,1,0,88,72,91.0,89.0
4,16,7,0,9,1,30,4,1,0,92,66,95.0,96.0
4,19,7,0,9,1,30,4,1,0,95,69,99.0,90.0
4,18,7,0,10,1,30,4,1,0,95,28,98.0,92.0
