al_rewr_time,al_prep_time,al_exec_time,al_parse_time,sql_exec_time,app_exec_time
272,2,145,2687,141,3485.0
87,1,141,2640,136,3331.0
85,1,152,2428,148,3037.0
85,2,148,2768,144,3369.0
88,1,140,2420,136,3024.0
79,2,139,2593,134,3313.0
87,2,145,2845,140,3481.0
80,2,152,3065,145,3718.0
87,2,147,2307,142,2928.0
90,2,143,2861,139,3529.0
85,2,144,2526,140,3205.0
85,1,158,2512,154,3211.0
91,1,139,2588,133,3210.0
86,2,155,2726,150,3329.0
90,2,157,2496,151,3119.0
82,2,141,2477,137,3157.0
87,2,144,2401,139,3112.0
82,2,139,2243,135,2915.0
99,2,149,2813,145,3440.0
91,2,156,2334,151,2941.0
94,2,151,2549,146,3160.0
102,2,146,2242,141,2913.0
121,1,144,2609,140,3313.0
94,1,145,2918,140,3596.0
85,2,142,2252,136,2844.0
91,2,146,2975,141,3680.0
101,2,138,2573,133,3348.0
83,2,160,2372,155,2984.0
86,2,138,2280,133,2868.0
92,2,142,2809,137,3420.0
88,2,154,2647,149,3251.0
88,2,140,2710,136,3569.0
91,1,140,2735,136,3411.0
126,1,171,2417,165,3085.0
88,2,157,2933,152,3592.0
89,2,149,2830,145,3653.0
165,2,148,2274,142,2952.0
98,2,147,2591,143,3197.0
87,1,143,2832,139,3502.0
92,3,148,2279,144,3077.0
94,1,163,2586,158,3216.0
92,1,147,2443,142,3049.0
93,1,145,2865,141,3471.0
90,2,154,2641,150,3315.0
85,2,145,2274,140,3021.0
87,2,152,2613,146,3218.0
91,2,144,2244,139,2849.0
89,1,151,2859,145,3463.0
100,2,144,2474,140,3083.0
88,2,147,2574,141,3420.0
88,1,153,2601,148,3275.0
88,1,161,2399,156,3014.0
86,2,148,2701,144,3370.0
81,2,153,2312,148,2938.0
95,2,156,2599,151,3218.0
85,2,143,2481,139,3151.0
86,2,144,2500,140,3087.0
79,2,148,2635,142,3225.0
84,1,142,2599,138,3188.0
88,2,160,2312,154,2922.0
89,2,136,2338,131,2981.0
91,2,136,2277,133,2873.0
82,1,147,2364,142,2954.0
88,2,140,2625,135,3273.0
88,2,138,2420,133,3014.0
100,1,144,2407,140,3127.0
89,2,141,2603,136,3257.0
93,1,134,2684,129,3342.0
86,2,143,2266,139,2903.0
94,3,143,2625,138,3227.0
95,1,139,2655,135,3376.0
83,2,141,2355,137,2943.0
80,2,159,2418,152,3188.0
87,2,147,2967,143,3639.0
92,2,151,2660,146,3461.0
90,2,137,2503,132,3176.0
90,2,143,2307,139,2919.0
93,2,143,2580,139,3234.0
88,1,147,2333,142,2936.0
87,2,151,2817,147,3547.0
87,1,138,2446,134,3033.0
85,1,153,2372,149,3017.0
89,2,148,2681,143,3286.0
83,2,167,2869,161,3679.0
110,1,142,2294,137,2906.0
83,2,137,2647,133,3285.0
87,2,142,2919,137,3591.0
92,3,144,2538,140,3379.0
89,2,143,2299,139,2898.0
117,1,139,2422,135,3095.0
71,2,143,2440,138,3074.0
85,2,147,2297,143,3118.0
113,2,150,2477,145,3166.0
83,2,151,2861,145,3548.0
82,2,164,2516,159,3129.0
125,2,144,2669,140,3516.0
88,2,141,2270,135,2862.0
86,2,146,2682,140,3288.0
90,1,143,2266,139,2866.0
92,2,152,2713,147,3321.0
