al_rewr_time,al_prep_time,al_exec_time,al_parse_time,sql_exec_time,app_exec_time
91,81,310,5179,306,6534.0
290,2,289,5110,284,6413.0
42,2,285,4961,280,6294.0
41,1,311,5790,307,6973.0
46,2,285,5088,281,6538.0
44,2,291,5467,286,6688.0
49,2,293,5527,289,6758.0
47,1,271,5255,267,6598.0
43,2,281,5116,276,6255.0
49,2,287,6062,283,7438.0
49,2,280,5465,276,6651.0
41,2,297,5372,293,6656.0
57,2,303,5340,298,6547.0
57,2,307,5449,302,6867.0
47,2,291,4993,287,6287.0
47,2,290,4920,286,6296.0
50,2,274,5409,270,6704.0
49,2,297,5524,292,6710.0
40,1,290,4595,286,5642.0
44,1,290,4611,286,5830.0
48,2,275,5459,270,6518.0
50,1,289,5232,286,6326.0
47,2,296,5509,291,6778.0
48,2,281,5274,276,6373.0
38,2,286,5245,281,6433.0
39,1,295,5153,290,6331.0
46,3,293,5153,288,6385.0
45,1,302,4774,296,5985.0
42,2,300,5426,294,6761.0
42,2,288,5252,283,6442.0
49,2,305,4997,301,6319.0
45,2,279,5407,275,6483.0
44,2,281,4673,276,5743.0
49,2,278,5237,274,6506.0
46,2,297,5106,291,6185.0
48,2,288,5702,283,6908.0
51,1,278,4707,274,5900.0
50,2,296,5190,291,6403.0
38,2,285,4597,280,5997.0
46,1,282,5568,277,6631.0
45,1,293,5113,288,6165.0
41,1,280,4777,276,6011.0
39,2,262,5440,258,6583.0
40,2,286,5485,282,6685.0
47,1,286,4416,281,5605.0
39,2,287,5192,281,6387.0
42,1,293,5076,286,6447.0
155,1,295,4766,291,5932.0
47,1,293,4592,288,5647.0
49,2,285,5088,281,6470.0
46,2,287,5077,281,6268.0
51,3,284,4862,280,6055.0
44,2,296,5531,291,6827.0
48,3,279,5325,275,6563.0
44,2,295,5577,291,6732.0
44,2,279,5242,274,6686.0
39,2,282,5423,278,6477.0
46,2,299,5300,294,6606.0
46,2,295,5367,290,6526.0
39,2,294,4576,289,5766.0
53,1,298,5108,294,6247.0
44,2,292,6320,287,7370.0
48,2,290,4746,286,5979.0
35,1,283,5677,279,6736.0
43,2,298,5091,293,6200.0
46,2,295,5661,288,7053.0
42,2,282,5906,277,7080.0
48,2,293,5271,288,6411.0
39,2,279,5170,275,6342.0
43,1,272,5104,267,6387.0
38,1,296,5739,291,6939.0
48,2,286,4713,282,5779.0
46,1,285,4669,281,5914.0
48,2,303,5845,298,7167.0
46,1,286,5220,281,6431.0
48,1,288,4920,283,6217.0
50,1,295,5204,291,6455.0
46,2,274,5057,270,6344.0
41,1,287,4518,283,5774.0
45,2,295,5247,290,6436.0
51,2,293,5751,289,7167.0
45,2,289,5699,284,6857.0
37,1,279,5754,274,6912.0
50,3,296,5135,290,6502.0
42,2,280,5231,274,6397.0
45,2,266,5603,261,6904.0
42,2,285,4831,280,6015.0
42,1,290,5085,286,6273.0
52,1,271,4700,267,5900.0
43,2,288,4967,283,6135.0
44,3,283,4917,279,6246.0
44,2,281,5542,277,6696.0
46,2,296,5370,291,6669.0
44,2,276,5078,271,6177.0
44,2,292,5088,288,6439.0
50,1,281,4716,276,5867.0
604,2,287,5109,283,7123.0
46,2,291,5373,287,6564.0
50,2,269,5245,264,6335.0
131,2,314,5628,309,7059.0
