Parsing time,Preprocessing time,Checking time,Related objects collection time,QP to QC conversion time,QC to QO conversion time,Query rewriting time,Cost-based optimization time,Predicate Grant Injection,Collect Samples and Dcount Est.,total,proc_time,sql_exec_time,app_prep_time,app_exec_time
0,12,6,0,8,0,176,3,123,1,217,31,78,220.0,93.0
0,8,6,0,7,1,155,3,127,1,191,5,71,195.0,108.0
0,8,6,0,8,1,158,3,130,1,196,5,66,199.0,95.0
0,8,6,0,8,1,156,3,128,1,194,5,63,196.0,92.0
0,14,6,0,8,0,156,3,128,1,200,5,57,204.0,83.0
0,14,6,0,8,1,156,3,128,1,200,5,72,203.0,98.0
0,14,6,0,8,1,158,3,130,1,201,5,68,205.0,96.0
0,14,6,0,8,1,155,3,127,1,198,5,65,201.0,89.0
0,11,6,0,8,1,158,3,130,1,199,5,62,203.0,90.0
0,9,6,0,8,1,158,3,130,1,197,5,71,200.0,86.0
0,12,7,0,8,1,159,3,130,1,200,5,72,204.0,95.0
0,15,6,0,7,1,156,3,128,1,202,5,63,205.0,97.0
0,8,6,0,9,2,157,3,129,1,198,5,61,201.0,85.0
0,11,6,0,8,1,159,3,130,1,200,5,64,203.0,81.0
0,10,6,0,8,1,156,3,128,1,196,5,61,199.0,89.0
0,12,6,0,8,1,157,3,129,1,199,5,79,202.0,87.0
0,15,6,0,17,1,157,3,129,1,214,5,69,218.0,102.0
0,10,6,0,7,0,155,3,127,1,193,5,60,196.0,89.0
0,12,6,0,8,0,155,3,127,1,196,5,65,200.0,82.0
0,14,7,0,8,1,159,3,130,1,205,5,77,208.0,87.0
0,11,6,0,8,1,157,3,129,1,197,5,79,201.0,105.0
0,11,7,0,8,1,159,3,130,1,200,5,63,203.0,105.0
0,13,7,0,8,1,159,3,131,1,201,5,62,204.0,88.0
0,9,6,0,7,1,157,3,129,1,196,5,57,199.0,85.0
0,11,7,0,8,1,164,3,134,1,206,6,60,210.0,77.0
0,10,6,0,8,1,156,3,128,1,195,5,74,199.0,81.0
0,9,6,0,8,0,158,3,130,1,197,5,74,200.0,95.0
0,11,6,0,8,1,156,3,128,1,197,5,66,200.0,97.0
0,9,7,0,8,1,157,3,129,1,195,5,68,198.0,88.0
0,12,6,0,8,1,158,3,130,1,200,5,72,203.0,91.0
0,7,6,0,8,1,157,3,129,1,193,5,70,196.0,104.0
0,15,6,0,8,1,159,3,131,1,206,5,63,209.0,92.0
0,14,6,0,8,0,155,3,127,1,198,5,65,201.0,82.0
0,11,7,0,8,1,158,3,129,1,199,6,68,202.0,85.0
