Parsing time,Preprocessing time,Checking time,Related objects collection time,QP to QC conversion time,QC to QO conversion time,Query rewriting time,Cost-based optimization time,Collect Samples and Dcount Est.,Predicate Grant Injection,total,sql_exec_time,app_prep_time,app_exec_time
3,21,7,0,9,1,22,3,1,0,83,55,86.0,107.0
3,20,7,0,9,1,23,3,1,0,82,58,86.0,77.0
2,16,7,0,9,1,23,3,1,0,78,64,80.0,81.0
3,16,6,0,9,1,23,3,1,0,78,59,81.0,85.0
3,24,7,0,9,1,23,3,1,0,86,56,89.0,79.0
3,18,7,0,9,1,23,3,1,0,81,55,84.0,79.0
3,16,7,0,9,1,23,3,1,0,78,56,81.0,79.0
3,16,7,0,9,1,23,3,1,0,79,57,83.0,77.0
3,16,6,0,9,1,23,3,1,0,78,56,81.0,82.0
2,16,7,0,9,1,23,3,1,0,78,60,81.0,77.0
2,17,7,0,9,1,24,3,1,0,81,57,84.0,80.0
3,19,7,0,9,1,23,3,1,0,82,60,85.0,79.0
3,17,7,0,9,1,23,3,1,0,80,60,83.0,83.0
2,16,7,0,9,1,23,3,1,0,78,58,81.0,81.0
2,18,7,0,9,1,24,3,1,0,81,68,84.0,78.0
3,15,7,0,9,1,22,3,1,0,76,58,80.0,88.0
1,12,7,0,9,1,24,3,1,0,74,69,78.0,81.0
3,16,6,0,9,1,23,3,1,0,78,65,81.0,92.0
3,16,7,0,9,1,24,3,1,0,80,55,83.0,87.0
3,16,7,0,9,1,22,3,1,0,78,59,82.0,77.0
2,14,7,0,9,1,23,3,1,0,77,66,80.0,80.0
3,16,7,0,9,1,23,3,1,0,79,62,82.0,88.0
3,13,7,0,9,1,23,3,1,0,75,61,79.0,84.0
3,19,7,0,9,1,23,3,1,0,82,65,85.0,82.0
3,12,7,0,9,1,23,3,1,0,74,61,77.0,88.0
3,20,6,0,9,1,23,3,1,0,82,53,85.0,83.0
3,15,7,0,9,1,23,3,1,0,77,55,81.0,75.0
2,14,7,0,9,1,23,3,1,0,76,54,79.0,78.0
3,16,7,0,9,1,23,3,1,0,77,58,80.0,79.0
2,16,7,0,9,1,23,3,1,0,78,60,80.0,80.0
2,15,7,0,9,1,23,3,1,0,77,60,80.0,81.0
2,13,7,0,9,1,23,3,1,0,74,77,78.0,83.0
3,16,7,0,9,1,22,3,1,0,78,56,81.0,96.0
3,19,7,0,9,1,23,3,1,0,82,58,85.0,79.0
3,14,7,0,9,1,23,3,1,0,77,60,80.0,79.0
1,18,6,0,9,1,23,3,1,0,78,54,81.0,80.0
3,21,7,0,9,1,23,3,1,0,83,55,86.0,77.0
3,17,7,0,9,1,23,3,1,0,80,68,83.0,77.0
3,18,7,0,9,1,23,3,1,0,81,58,84.0,91.0
3,18,7,0,9,1,22,3,1,0,80,60,83.0,81.0
2,14,6,0,9,1,23,3,1,0,76,70,79.0,84.0
3,12,7,0,9,1,23,3,1,0,75,61,78.0,92.0
2,20,7,0,9,1,27,3,1,0,86,56,89.0,82.0
1,16,7,0,9,1,23,3,1,0,76,56,79.0,77.0
2,14,7,0,9,1,23,3,1,0,76,55,79.0,78.0
3,16,7,0,9,1,23,3,1,0,78,59,81.0,79.0
2,16,7,0,9,1,23,3,1,0,78,63,80.0,82.0
3,17,7,0,9,1,23,3,1,0,79,64,82.0,86.0
2,15,7,0,9,1,24,3,1,0,79,59,82.0,89.0
3,19,7,0,9,1,23,3,1,0,82,53,85.0,82.0
3,20,6,0,9,1,23,3,1,0,82,54,85.0,76.0
