Parsing time,Preprocessing time,Checking time,Related objects collection time,QP to QC conversion time,QC to QO conversion time,Query rewriting time,Cost-based optimization time,Predicate Grant Injection,Collect Samples and Dcount Est.,total,proc_time,sql_exec_time,app_prep_time,app_exec_time
0,14,6,0,7,0,183,3,123,1,226,37,66,229.0,86.0
0,10,7,0,8,1,167,3,128,1,206,16,66,209.0,86.0
0,10,6,0,7,1,159,3,123,1,197,13,98,201.0,86.0
0,13,6,0,8,0,160,3,123,1,202,14,64,205.0,126.0
0,12,6,0,8,1,159,3,123,1,201,13,61,204.0,85.0
0,12,6,0,8,1,164,3,125,1,206,16,63,210.0,83.0
0,15,6,0,8,0,160,3,123,1,207,14,62,210.0,88.0
0,11,7,0,8,1,170,3,130,1,211,16,67,214.0,85.0
0,7,7,0,8,1,162,3,125,1,199,14,61,202.0,97.0
0,12,6,0,7,1,166,3,126,1,207,16,77,210.0,83.0
0,10,6,0,8,1,163,3,127,1,203,13,61,206.0,99.0
0,11,7,0,7,0,170,3,132,1,210,15,58,214.0,81.0
0,12,6,0,8,1,160,3,123,1,201,14,76,204.0,81.0
0,15,6,0,17,2,161,3,125,1,219,13,67,223.0,103.0
0,14,6,0,7,1,160,3,123,1,204,13,65,208.0,87.0
0,13,7,0,14,1,170,3,128,1,222,19,60,226.0,84.0
0,11,6,0,8,0,167,3,128,1,208,16,60,211.0,82.0
0,13,6,0,7,1,160,3,124,1,202,13,62,205.0,85.0
0,10,6,0,8,1,160,3,124,1,199,13,60,203.0,84.0
0,15,6,0,8,1,161,3,123,1,205,14,62,209.0,82.0
0,11,6,0,7,1,160,3,124,1,201,13,83,204.0,83.0
0,13,6,0,8,1,159,3,123,1,201,13,58,205.0,112.0
0,14,6,0,8,0,159,3,123,1,204,13,76,207.0,81.0
0,9,6,0,8,1,158,3,122,1,196,13,72,200.0,99.0
0,14,6,0,8,1,160,3,124,1,204,13,78,208.0,102.0
0,14,6,0,8,1,167,3,128,1,214,16,66,218.0,110.0
0,10,6,0,8,1,161,3,125,1,201,13,65,205.0,87.0
0,11,6,0,8,1,160,3,123,1,201,14,59,204.0,89.0
0,11,6,0,8,1,161,3,123,1,202,14,67,205.0,86.0
0,15,6,0,8,1,159,3,123,1,206,13,62,209.0,89.0
0,7,6,0,8,1,159,3,123,1,196,13,64,199.0,92.0
0,9,6,0,8,1,159,3,123,1,197,13,60,201.0,86.0
0,14,7,0,8,1,170,3,131,1,215,16,67,217.0,81.0
0,13,7,0,8,1,162,3,126,1,205,13,76,208.0,89.0
0,13,6,0,8,1,159,3,123,1,202,13,72,205.0,101.0
0,13,6,0,8,1,161,3,124,1,204,14,74,207.0,100.0
0,15,6,0,10,1,164,3,126,1,213,15,69,217.0,104.0
0,10,6,0,8,1,160,3,124,1,198,13,67,202.0,94.0
0,14,6,0,8,1,159,3,123,1,203,13,71,206.0,88.0
0,8,7,0,8,0,161,3,125,1,199,13,68,202.0,94.0
0,10,6,0,8,1,174,3,135,1,214,16,58,218.0,100.0
0,15,6,0,8,1,159,3,123,1,205,13,68,207.0,78.0
0,12,7,0,8,1,170,3,131,1,213,16,70,217.0,91.0
0,15,6,0,8,1,162,3,125,1,207,14,86,210.0,96.0
0,15,6,0,10,0,158,3,122,1,207,13,66,209.0,123.0
0,11,7,0,8,1,167,3,128,1,208,16,70,212.0,92.0
0,12,7,0,7,0,168,3,129,1,210,16,66,214.0,92.0
0,14,6,0,8,1,168,3,128,1,212,16,61,215.0,91.0
