al_rewr_time,al_prep_time,al_exec_time,al_parse_time,sql_exec_time,app_exec_time
109,3,63,5562,42,6649.0
71,2,62,6474,42,7648.0
67,2,67,6166,39,7517.0
70,1,66,6168,42,7582.0
68,2,86,5967,57,7136.0
70,2,63,6174,43,7342.0
67,2,67,5995,45,7470.0
62,1,53,5577,35,6723.0
81,2,64,5356,43,6420.0
75,3,98,5872,62,7016.0
71,2,70,6523,43,7591.0
69,2,65,7074,41,8077.0
68,2,69,5507,43,6572.0
63,1,62,6178,40,7279.0
73,2,64,5992,45,7002.0
79,2,81,5574,53,6604.0
78,2,70,6626,46,7817.0
70,1,57,6319,39,7317.0
71,3,63,6552,39,7722.0
73,2,72,6378,42,7495.0
67,2,67,5815,46,6821.0
69,2,70,5805,45,6984.0
59,1,64,6512,39,7503.0
445,3,60,6283,39,7663.0
313,1,58,6194,38,7549.0
64,2,65,6044,40,7042.0
185,1,70,6135,46,7448.0
64,2,64,6717,41,7714.0
70,2,58,6128,37,7135.0
69,3,66,5924,43,7171.0
60,2,67,6318,45,7315.0
73,2,61,6246,38,7430.0
68,2,68,6352,47,7358.0
75,2,78,6730,50,8003.0
439,2,65,6526,41,7964.0
77,2,66,6681,42,7692.0
63,2,66,7513,43,8791.0
62,1,59,6558,35,7551.0
60,3,70,5848,49,6874.0
97,2,69,5741,45,6991.0
64,2,57,6765,38,7788.0
64,2,67,6829,44,8023.0
61,2,60,5882,38,6883.0
67,2,62,6387,40,7510.0
62,2,82,6534,53,7617.0
70,2,60,6057,40,7071.0
68,2,64,6534,39,7634.0
61,2,58,6732,39,7724.0
68,3,61,5865,39,7071.0
67,2,66,6771,47,7840.0
73,2,76,6373,49,7392.0
71,2,59,5495,36,6680.0
66,2,66,6390,42,7626.0
68,2,72,7196,50,8357.0
62,3,66,6469,42,7477.0
63,3,72,6831,51,7952.0
70,2,94,6391,64,7589.0
75,2,63,7054,39,8344.0
65,2,64,5464,42,6681.0
69,2,66,6532,43,7903.0
71,2,65,5997,47,7022.0
69,2,62,6606,41,7771.0
67,2,67,5593,46,6618.0
64,2,61,6312,40,7438.0
70,2,78,6295,51,7552.0
64,2,60,5660,41,6740.0
75,2,69,6629,45,7883.0
71,1,53,6296,34,7290.0
68,2,65,7173,40,8241.0
71,2,60,5958,36,7251.0
63,2,59,6776,40,7845.0
66,3,67,7409,44,8530.0
74,2,86,5952,62,7000.0
71,2,63,6593,41,7877.0
67,2,64,5774,41,7041.0
65,2,65,6809,42,7930.0
67,2,80,6628,57,7890.0
69,2,80,6253,50,7480.0
67,2,64,6164,44,7436.0
67,2,66,6796,44,7811.0
72,2,64,6199,44,7326.0
69,2,62,5994,40,7023.0
71,2,70,6096,45,7312.0
63,1,56,6259,36,7250.0
73,2,60,5627,39,6937.0
66,2,67,7105,47,8111.0
72,2,72,6184,45,7199.0
57,3,65,7147,41,8246.0
70,1,70,5456,48,6461.0
60,2,60,5921,38,6971.0
69,2,62,6484,38,7548.0
62,2,58,6493,38,7491.0
76,3,62,5756,38,6810.0
71,2,62,6244,42,7280.0
62,1,66,5522,42,6514.0
61,2,71,6405,48,7672.0
62,2,62,5751,44,6743.0
70,3,60,5493,37,6509.0
61,2,60,5719,38,6899.0
57,1,60,6660,39,7633.0
