al_rewr_time,al_prep_time,al_exec_time,al_parse_time,sql_exec_time,app_exec_time
92,82,91,6379,71,7778.0
87,1,67,6149,40,7264.0
123,2,68,5737,44,6802.0
52,2,71,6306,46,7512.0
44,1,59,6535,39,7744.0
49,2,68,6470,43,7764.0
41,2,68,6525,46,7757.0
48,2,60,6714,40,7907.0
47,2,65,5979,44,7001.0
43,2,55,6608,34,7634.0
102,2,72,6265,46,7393.0
48,2,71,5895,50,6980.0
48,3,65,6394,42,7623.0
50,2,60,5904,37,7000.0
47,1,71,5918,49,7005.0
45,2,60,6576,41,7605.0
48,2,59,6416,39,7480.0
48,2,55,6808,34,7985.0
45,3,67,6086,46,7206.0
47,1,53,5549,34,6597.0
45,1,69,6596,45,7768.0
52,2,65,7367,45,8480.0
48,2,73,6546,52,7716.0
58,2,61,5786,40,7099.0
58,2,76,6294,51,7321.0
47,2,65,6069,44,7237.0
46,2,58,6187,38,7349.0
42,1,62,6058,37,7188.0
75,3,65,6390,40,7581.0
56,2,65,6661,43,8042.0
42,2,60,7323,37,8529.0
62,2,64,5455,40,6625.0
47,2,71,6779,47,7984.0
55,2,57,6769,36,8068.0
44,2,60,6692,41,7853.0
62,2,55,6062,34,7229.0
46,2,59,6192,37,7234.0
48,2,64,6120,44,7173.0
45,2,65,5693,42,6855.0
42,2,62,5818,43,6862.0
47,2,65,5630,42,6732.0
49,2,61,6991,39,8200.0
53,2,63,6808,39,7961.0
48,2,56,6962,36,7938.0
47,2,62,6811,40,8014.0
44,1,67,6110,43,7096.0
49,2,88,6460,57,7739.0
45,1,56,6267,37,7452.0
52,2,66,5303,46,6335.0
48,2,71,6189,48,7215.0
47,2,96,6276,65,7294.0
61,2,67,6329,45,7437.0
48,2,53,5925,35,6899.0
57,2,62,5781,40,6952.0
51,2,68,6447,45,7444.0
48,3,58,6313,37,7395.0
47,1,68,6031,43,7035.0
244,2,63,5971,40,7382.0
50,2,75,5566,53,6695.0
47,2,58,6730,39,7758.0
44,3,63,6031,44,7019.0
46,2,61,6913,39,7914.0
46,2,63,6056,41,7210.0
46,2,61,7111,40,8223.0
51,2,71,6787,45,8075.0
47,2,59,6312,38,7368.0
53,2,58,6162,37,7227.0
50,2,61,6181,38,7164.0
49,2,58,6568,37,7684.0
81,2,67,6328,47,7541.0
49,2,65,5928,43,6980.0
51,2,74,6569,49,7573.0
50,3,65,6635,44,7703.0
55,2,63,5557,44,6696.0
45,1,62,5898,40,6882.0
55,3,59,5773,39,6909.0
49,2,63,5843,44,6826.0
53,2,69,5960,42,7042.0
44,2,56,6665,37,7640.0
47,2,68,6348,45,7464.0
47,1,63,7381,41,8509.0
51,1,62,6053,39,7129.0
72,2,62,6334,41,7346.0
45,2,62,6630,41,7677.0
64,2,66,5978,42,6977.0
240,2,72,5990,48,7327.0
47,2,64,6392,44,7556.0
49,1,56,6089,37,7216.0
49,2,74,5859,49,7113.0
148,2,61,6047,41,7250.0
45,2,57,6726,38,7742.0
60,2,85,6885,61,8370.0
49,2,55,6777,36,7773.0
46,2,62,5299,42,6472.0
43,1,58,6327,39,7337.0
50,2,76,5967,56,7151.0
46,2,71,5748,47,6901.0
43,2,73,7239,47,8324.0
43,2,60,5645,38,6830.0
45,2,64,6114,40,7102.0
