Parsing time,Preprocessing time,Checking time,Related objects collection time,QP to QC conversion time,QC to QO conversion time,Query rewriting time,Cost-based optimization time,Predicate Grant Injection,Collect Samples and Dcount Est.,total,proc_time,sql_exec_time,app_prep_time,app_exec_time
0,13,7,0,9,1,187,3,133,1,234,28,67,237.0,97.0
0,10,6,0,8,0,257,3,131,1,297,101,64,300.0,86.0
0,13,6,0,8,1,262,3,131,1,306,101,69,310.0,88.0
0,9,6,0,8,1,260,3,131,1,299,103,70,303.0,95.0
0,10,6,0,8,1,261,3,131,1,302,104,73,305.0,94.0
0,7,7,0,8,1,267,3,138,1,305,103,68,309.0,99.0
0,9,6,0,8,1,259,3,130,1,298,103,79,301.0,92.0
0,7,7,0,8,0,259,3,131,1,296,103,72,300.0,103.0
0,9,7,0,8,0,260,3,131,1,299,103,61,302.0,98.0
0,11,6,0,8,1,264,3,132,1,306,104,68,310.0,83.0
0,10,6,0,8,1,259,3,130,1,299,103,70,302.0,89.0
0,14,7,0,8,1,260,3,131,1,305,104,63,308.0,94.0
0,11,6,0,8,0,258,3,130,1,299,103,70,302.0,87.0
0,10,6,0,8,1,261,3,130,1,301,105,64,304.0,94.0
0,9,7,0,8,1,259,3,131,1,299,103,70,302.0,91.0
0,10,6,0,7,1,258,3,130,1,297,103,67,301.0,90.0
0,12,6,0,8,1,266,3,132,1,309,105,71,313.0,91.0
0,8,6,0,8,1,261,3,130,1,299,105,68,302.0,92.0
0,9,6,0,8,0,262,3,132,1,301,105,68,304.0,89.0
0,11,6,0,8,1,265,3,130,1,307,105,75,310.0,94.0
0,12,6,0,8,0,261,3,131,1,303,105,72,307.0,99.0
0,13,6,0,8,1,262,3,130,1,306,106,67,309.0,96.0
0,11,6,0,8,1,262,3,131,1,303,106,72,307.0,88.0
0,12,6,0,8,1,261,3,130,1,303,105,60,306.0,95.0
0,12,7,0,8,0,262,3,130,1,304,106,67,308.0,81.0
0,12,6,0,8,1,261,3,131,1,303,105,69,306.0,91.0
0,10,6,0,8,1,269,3,131,1,310,112,72,314.0,93.0
0,11,7,0,8,1,263,3,131,1,305,107,67,308.0,93.0
0,12,7,0,8,1,266,3,131,1,310,109,71,314.0,91.0
0,13,7,0,8,1,265,3,132,1,309,108,68,313.0,97.0
0,9,7,0,8,1,266,3,132,1,306,109,77,310.0,89.0
0,14,6,0,8,1,262,3,130,1,306,106,66,309.0,98.0
0,15,6,0,9,1,263,3,130,1,312,107,82,315.0,91.0
0,10,7,0,8,1,266,3,132,1,307,109,66,310.0,105.0
0,7,7,0,10,0,266,3,132,1,305,108,73,308.0,91.0
0,9,6,0,8,1,274,3,139,1,315,109,70,318.0,100.0
0,16,6,0,8,1,262,3,130,1,309,106,73,314.0,91.0
0,13,6,0,8,1,265,3,131,1,310,109,75,313.0,106.0
0,12,6,0,8,1,263,3,131,1,305,107,65,308.0,100.0
0,14,6,0,8,1,262,3,130,1,305,107,74,309.0,87.0
0,15,6,0,10,0,264,3,130,1,314,108,61,317.0,98.0
0,15,7,0,7,0,333,3,193,3,385,110,73,388.0,86.0
0,14,7,0,8,1,265,3,131,1,310,109,74,313.0,97.0
0,9,6,0,8,1,265,3,131,1,305,109,74,309.0,116.0
0,15,6,0,9,1,265,3,130,1,314,109,67,317.0,102.0
0,14,6,0,10,1,264,3,130,1,311,109,68,315.0,89.0
0,14,6,0,8,1,269,3,135,1,314,109,67,317.0,91.0
0,14,6,0,9,1,265,3,131,1,311,109,67,315.0,90.0
0,13,6,0,8,1,267,3,132,1,311,110,70,314.0,89.0
0,12,6,0,10,1,266,3,130,1,314,111,64,318.0,97.0
0,14,6,0,8,1,265,3,130,1,309,109,92,312.0,87.0
0,11,6,0,8,1,267,3,131,1,309,111,72,312.0,125.0
0,15,6,0,8,1,265,3,130,1,312,110,72,316.0,94.0
0,13,7,0,8,1,266,3,131,1,309,110,64,312.0,94.0
0,15,6,0,8,1,267,3,131,1,313,111,67,317.0,91.0
0,11,6,0,8,1,266,3,130,1,306,110,86,310.0,94.0
0,8,6,0,8,1,268,3,131,1,307,112,67,310.0,114.0
0,11,6,0,8,1,267,3,130,1,309,112,71,313.0,90.0
0,11,6,0,8,1,270,3,131,1,312,113,61,315.0,98.0
0,8,6,0,8,1,267,3,130,1,305,111,74,308.0,85.0
0,9,6,0,8,1,269,3,131,1,309,113,71,313.0,94.0
0,15,6,0,11,1,300,3,144,1,352,130,64,355.0,93.0
0,12,6,0,9,1,268,3,130,1,312,112,67,315.0,87.0
0,15,6,0,8,1,267,3,130,1,312,112,77,315.0,89.0
0,12,7,0,7,0,269,3,131,1,311,113,71,315.0,106.0
0,8,6,0,8,0,267,3,130,1,305,112,71,308.0,98.0
0,12,7,0,8,1,269,3,131,1,311,112,64,314.0,93.0
0,10,6,0,7,0,268,3,130,1,307,112,68,310.0,92.0
0,15,7,0,17,0,270,3,131,1,327,114,63,330.0,91.0
0,10,6,0,8,1,271,3,131,1,312,114,76,315.0,85.0
0,9,6,0,8,1,270,3,130,1,309,114,61,312.0,98.0
0,12,7,0,8,0,271,3,131,1,313,115,69,317.0,84.0
0,12,6,0,7,0,271,3,131,1,312,115,65,316.0,92.0
0,10,6,0,8,1,270,3,130,1,310,114,70,314.0,90.0
0,10,6,0,10,1,276,3,134,1,320,116,74,323.0,91.0
0,12,6,0,8,1,269,3,131,1,312,113,78,315.0,99.0
0,15,6,0,8,0,271,3,130,1,316,115,68,319.0,106.0
0,14,6,0,11,1,270,3,130,1,319,115,65,323.0,89.0
0,11,7,0,8,1,273,3,131,1,313,116,69,317.0,89.0
0,12,6,0,8,1,271,3,130,1,314,115,60,317.0,94.0
0,11,6,0,8,1,272,3,131,1,314,116,67,317.0,82.0
0,10,6,0,8,1,269,3,129,1,308,114,68,312.0,87.0
0,7,6,0,8,1,273,3,130,1,311,117,63,314.0,91.0
0,14,6,0,8,0,269,3,130,1,314,114,69,317.0,83.0
0,11,6,0,8,1,275,3,134,1,316,115,75,320.0,92.0
0,13,6,0,8,1,271,3,129,1,315,116,70,319.0,101.0
0,12,7,0,8,0,272,3,131,1,314,116,67,317.0,92.0
0,15,6,0,10,1,272,3,131,1,322,116,68,325.0,91.0
0,9,7,0,8,0,274,3,131,1,313,117,74,316.0,89.0
0,7,6,0,7,1,278,3,131,1,315,117,70,319.0,95.0
0,16,6,0,17,1,271,3,129,1,328,116,62,332.0,91.0
0,9,7,0,8,0,274,3,131,1,313,118,68,316.0,84.0
0,9,6,0,8,1,271,3,130,1,310,116,63,314.0,89.0
0,11,7,0,8,0,273,3,131,1,314,116,66,317.0,85.0
0,11,6,0,8,0,274,3,131,1,315,118,62,319.0,92.0
0,15,6,0,8,1,277,3,132,1,323,119,72,327.0,84.0
0,9,6,0,8,1,274,3,130,1,313,118,78,317.0,96.0
0,10,6,0,8,1,276,3,131,1,315,119,74,319.0,108.0
0,12,6,0,8,0,275,3,132,1,318,118,69,321.0,99.0
0,15,6,0,10,0,274,3,131,1,322,117,21,326.0,93.0
