Parsing time,Preprocessing time,Checking time,Related objects collection time,QP to QC conversion time,QC to QO conversion time,Query rewriting time,Cost-based optimization time,Predicate Grant Injection,Collect Samples and Dcount Est.,total,proc_time,sql_exec_time,app_prep_time,app_exec_time
0,9,7,0,8,1,187,3,131,1,226,31,70,229.0,93.0
0,15,7,0,10,1,168,3,137,1,217,5,65,220.0,97.0
0,9,6,0,8,1,167,3,137,1,206,5,74,209.0,88.0
0,11,6,0,8,1,167,3,136,1,208,6,64,212.0,98.0
0,11,7,0,8,1,170,3,138,1,211,6,66,215.0,85.0
0,9,6,0,7,1,165,3,135,1,204,5,64,208.0,97.0
0,8,7,0,8,1,167,3,136,1,205,6,65,208.0,85.0
0,10,6,0,8,0,168,3,136,1,208,6,82,212.0,88.0
0,10,6,0,8,1,166,3,136,1,206,5,65,209.0,109.0
0,11,6,0,8,1,167,3,135,1,208,6,74,211.0,91.0
0,14,6,0,10,1,168,3,137,1,217,6,67,220.0,95.0
0,13,7,0,8,0,165,3,135,1,209,5,63,213.0,87.0
0,7,6,0,8,1,168,3,137,1,205,5,69,208.0,87.0
0,8,7,0,7,1,166,3,136,1,204,5,66,208.0,89.0
0,11,7,0,8,1,168,3,137,1,211,6,75,214.0,91.0
0,12,6,0,8,1,167,3,136,1,209,5,63,212.0,96.0
0,7,7,0,11,1,166,3,136,1,207,5,75,210.0,84.0
0,7,7,0,8,0,166,3,135,1,203,5,71,206.0,101.0
0,10,7,0,8,0,170,3,138,1,210,6,59,214.0,97.0
0,11,6,0,8,1,172,3,141,1,214,5,77,218.0,81.0
0,10,7,0,8,1,167,3,136,1,208,6,96,211.0,99.0
0,16,6,0,8,1,168,3,136,1,214,6,69,217.0,130.0
0,16,7,0,9,1,170,3,138,1,219,6,65,222.0,94.0
0,12,6,0,8,1,170,3,137,1,213,6,66,216.0,85.0
0,9,6,0,8,1,166,3,135,1,206,6,75,209.0,87.0
0,12,6,0,8,1,166,3,135,1,208,5,89,211.0,99.0
0,9,6,0,8,1,168,3,137,1,208,5,65,211.0,116.0
0,10,7,0,8,1,167,3,137,1,208,5,73,212.0,89.0
0,8,6,0,8,1,167,3,136,1,205,5,64,208.0,98.0
0,16,6,0,8,1,166,3,135,1,212,5,62,215.0,85.0
0,13,6,0,13,1,170,3,139,1,221,5,68,224.0,90.0
0,8,6,0,12,1,167,3,136,1,210,5,77,213.0,94.0
0,14,6,0,8,1,167,3,137,1,213,5,78,216.0,98.0
0,8,6,0,8,0,167,3,137,1,205,5,65,208.0,102.0
0,15,7,0,17,2,170,3,140,1,228,5,63,231.0,86.0
0,11,7,0,8,1,166,3,135,1,207,6,69,210.0,84.0
0,14,6,0,7,1,166,3,136,1,210,5,73,213.0,91.0
0,12,6,0,8,1,166,3,136,1,208,5,66,212.0,94.0
0,14,7,0,10,1,167,3,136,1,216,6,71,219.0,89.0
0,10,6,0,7,1,166,3,136,1,206,5,73,211.0,91.0
0,8,7,0,11,1,169,3,138,1,213,5,76,215.0,99.0
0,14,6,0,8,1,166,3,135,1,210,5,81,213.0,104.0
0,11,7,0,8,1,171,3,139,1,213,6,64,217.0,111.0
