Parsing time,Preprocessing time,Checking time,Related objects collection time,QP to QC conversion time,QC to QO conversion time,Query rewriting time,Cost-based optimization time,Predicate Grant Injection,Collect Samples and Dcount Est.,total,proc_time,sql_exec_time,app_prep_time,app_exec_time
0,15,6,0,9,1,122,9,101,1,175,6,220,178.0,207.0
0,11,6,0,8,1,131,9,103,1,177,12,218,180.0,225.0
0,13,6,0,8,1,130,9,103,1,179,12,222,183.0,224.0
0,13,6,0,8,1,130,9,102,1,178,12,211,181.0,226.0
0,8,6,0,8,1,128,9,101,1,171,12,203,174.0,215.0
0,8,6,0,8,1,128,9,100,1,170,12,214,174.0,207.0
0,13,6,0,8,1,128,9,101,1,176,12,204,179.0,219.0
0,13,6,0,14,2,147,9,116,1,206,16,213,210.0,208.0
0,8,6,0,8,1,134,9,106,1,178,12,208,182.0,217.0
0,7,7,0,8,1,132,9,105,1,176,12,208,180.0,211.0
0,11,6,0,8,1,131,9,103,1,178,13,207,181.0,213.0
0,12,6,0,8,0,127,9,100,1,174,12,206,178.0,211.0
0,10,6,0,8,1,133,9,106,1,179,12,210,183.0,210.0
0,11,6,0,7,1,128,9,101,1,173,12,222,177.0,216.0
0,11,6,0,8,1,128,9,101,1,175,12,213,178.0,227.0
0,8,6,0,8,1,128,9,100,1,170,12,210,173.0,217.0
0,8,6,0,8,1,130,9,103,1,173,12,213,177.0,215.0
0,12,6,0,8,1,132,9,104,1,180,12,209,183.0,217.0
0,9,6,0,8,1,128,9,101,1,172,12,212,175.0,214.0
0,13,6,0,8,1,128,9,101,1,176,12,226,180.0,216.0
0,11,6,0,8,1,129,9,101,1,175,12,205,179.0,231.0
0,8,6,0,8,1,127,9,100,1,169,12,198,173.0,210.0
0,11,7,0,8,1,138,9,108,1,184,14,200,188.0,202.0
0,8,6,0,8,1,128,9,101,1,170,12,206,174.0,204.0
0,9,6,0,8,1,138,9,108,1,182,14,202,186.0,210.0
0,8,6,0,8,1,129,9,101,1,172,12,212,176.0,206.0
0,8,6,0,8,1,131,9,102,1,174,12,202,176.0,217.0
0,7,6,0,8,1,129,9,102,1,171,12,210,175.0,206.0
0,10,6,0,8,1,131,9,103,1,176,13,205,180.0,216.0
0,10,6,0,8,0,138,9,109,1,183,14,217,186.0,210.0
0,8,6,0,8,1,128,9,101,1,171,12,201,174.0,221.0
0,8,6,0,8,1,128,9,101,1,171,12,216,173.0,206.0
0,10,6,0,8,1,139,9,110,1,185,14,211,189.0,222.0
0,12,6,0,8,1,128,9,100,1,175,12,228,178.0,217.0
0,9,6,0,8,1,139,9,109,1,182,14,218,186.0,234.0
0,8,6,0,10,1,128,9,101,1,174,12,200,177.0,223.0
0,8,6,0,8,1,129,9,101,1,171,12,223,175.0,204.0
0,7,6,0,8,1,127,9,100,1,169,12,211,173.0,228.0
0,15,6,0,8,1,129,9,102,1,182,12,214,186.0,216.0
0,9,6,0,8,1,138,9,108,1,181,14,198,185.0,219.0
0,9,6,0,8,1,130,9,102,1,174,12,216,177.0,203.0
0,12,6,0,8,1,141,9,109,2,191,14,203,195.0,220.0
0,11,6,0,8,1,134,9,105,1,182,13,212,186.0,208.0
0,12,6,0,8,1,128,9,101,1,175,12,210,178.0,216.0
0,12,6,0,8,1,129,9,102,1,177,12,217,181.0,215.0
0,8,6,0,8,1,132,9,105,1,175,12,214,178.0,221.0
0,15,6,0,8,1,135,9,106,1,185,14,217,189.0,218.0
0,8,6,0,8,1,133,9,105,1,176,13,224,180.0,222.0
0,11,6,0,8,1,138,9,108,1,184,14,224,188.0,228.0
0,8,6,0,8,1,127,9,100,1,170,12,237,173.0,228.0
0,13,6,0,8,0,129,9,102,1,177,12,208,180.0,243.0
0,11,6,0,8,1,130,9,102,1,177,13,211,181.0,211.0
0,12,6,0,8,1,128,9,101,1,175,12,201,179.0,216.0
0,13,6,0,8,1,135,9,106,1,184,14,197,187.0,206.0
0,11,6,0,8,1,128,9,101,1,174,12,207,177.0,202.0
0,8,6,0,9,1,129,9,101,1,173,12,212,176.0,211.0
0,8,6,0,8,1,130,9,102,1,173,13,200,177.0,216.0
0,9,6,0,8,1,132,9,103,1,177,13,209,180.0,206.0
0,14,6,0,8,0,129,9,101,1,179,12,208,182.0,213.0
0,12,6,0,8,1,131,9,103,1,178,13,214,182.0,212.0
0,11,6,0,8,0,129,9,101,1,175,12,216,179.0,218.0
0,9,6,0,8,0,131,9,103,1,174,12,221,178.0,221.0
0,8,6,0,8,1,130,9,103,1,173,12,218,176.0,226.0
0,8,6,0,9,1,138,9,108,1,184,15,214,188.0,222.0
0,8,6,0,8,1,130,9,103,1,173,12,198,177.0,219.0
0,8,7,0,8,1,131,9,102,1,173,13,216,176.0,203.0
0,8,6,0,8,0,129,9,102,1,172,12,204,175.0,220.0
0,11,6,0,8,1,135,9,104,1,181,15,224,185.0,207.0
0,15,6,0,8,1,132,9,104,1,185,13,200,189.0,229.0
0,8,6,0,8,1,130,9,102,1,173,13,214,176.0,205.0
0,10,6,0,8,1,130,9,102,1,174,12,207,178.0,218.0
0,13,6,0,8,1,129,9,102,1,177,12,206,180.0,211.0
0,8,6,0,8,0,129,9,101,1,171,12,217,174.0,210.0
0,9,6,0,8,1,133,9,104,1,176,14,220,180.0,222.0
0,14,6,0,8,1,129,9,101,1,178,12,224,182.0,224.0
0,8,6,0,10,1,129,9,101,1,174,12,205,178.0,228.0
0,8,6,0,8,1,129,9,100,1,171,13,207,175.0,209.0
0,8,6,0,7,1,128,9,101,1,170,12,200,174.0,212.0
0,11,6,0,8,1,129,9,102,1,176,12,210,179.0,204.0
0,13,6,0,8,1,133,9,105,1,182,13,212,186.0,214.0
0,7,6,0,8,1,130,9,101,1,172,13,210,175.0,216.0
0,15,6,0,8,1,130,9,101,1,181,13,207,184.0,215.0
0,8,6,0,8,1,129,9,101,1,172,13,214,175.0,211.0
0,10,6,0,8,1,136,9,106,1,181,14,197,185.0,219.0
0,12,6,0,8,1,130,9,101,1,177,13,211,180.0,201.0
0,9,6,0,8,1,134,9,105,1,178,14,219,182.0,215.0
0,12,6,0,8,0,129,9,102,1,176,12,224,180.0,223.0
0,11,6,0,8,1,133,9,106,1,180,12,217,184.0,230.0
0,11,6,0,8,1,129,11,102,1,177,12,213,181.0,221.0
0,9,6,0,8,1,131,9,102,1,175,13,215,178.0,218.0
0,15,6,0,7,1,129,9,101,1,181,13,238,185.0,219.0
0,8,6,0,8,0,130,9,101,1,172,13,198,176.0,242.0
0,9,6,0,8,1,136,9,106,1,181,15,214,184.0,203.0
0,14,6,0,9,1,131,9,103,1,184,13,223,187.0,218.0
0,14,6,0,8,1,129,9,101,1,178,13,208,181.0,228.0
0,7,6,0,7,1,128,9,101,1,170,12,217,173.0,212.0
0,7,6,0,8,1,134,9,104,1,177,14,203,181.0,222.0
0,9,6,0,7,1,132,9,104,1,177,12,217,180.0,208.0
0,14,6,0,8,1,130,9,102,1,179,13,206,182.0,222.0
0,8,6,0,8,1,132,9,103,1,175,13,29,178.0,211.0
