Parsing time,Preprocessing time,Checking time,Related objects collection time,QP to QC conversion time,QC to QO conversion time,Query rewriting time,Cost-based optimization time,Collect Samples and Dcount Est.,Predicate Grant Injection,total,sql_exec_time,app_prep_time,app_exec_time
2,19,7,0,8,1,15,9,1,0,74,207,77.0,221.0
1,16,7,0,8,1,15,9,1,0,72,191,75.0,211.0
1,10,7,0,8,1,15,9,1,0,66,206,69.0,195.0
1,18,7,0,8,1,16,9,1,0,74,200,77.0,211.0
1,14,7,0,8,1,16,9,1,0,71,209,74.0,205.0
1,10,6,0,8,1,15,9,1,0,65,226,67.0,214.0
2,17,6,0,8,1,15,9,1,0,73,204,76.0,231.0
1,10,7,0,8,1,15,9,1,0,65,213,67.0,209.0
2,17,6,0,8,1,15,9,1,0,72,207,75.0,217.0
1,10,7,0,8,1,15,9,1,0,65,204,68.0,212.0
1,13,7,0,8,1,15,9,1,0,69,212,72.0,208.0
1,10,6,0,8,1,16,9,1,0,65,205,68.0,216.0
1,10,7,0,8,1,15,9,1,0,66,207,69.0,209.0
1,10,6,0,8,1,15,9,1,0,64,210,67.0,211.0
1,11,6,0,8,1,15,9,1,0,67,204,70.0,215.0
1,13,7,0,8,1,15,9,1,0,68,207,71.0,208.0
1,10,7,0,8,1,15,9,1,0,65,212,68.0,211.0
2,15,6,0,8,1,15,9,1,0,70,206,73.0,216.0
2,12,7,0,8,1,15,9,1,0,68,204,71.0,210.0
1,10,6,0,8,1,15,9,1,0,64,212,67.0,208.0
1,11,7,0,8,1,15,9,1,0,66,203,69.0,217.0
1,14,7,0,8,1,15,9,1,0,70,205,72.0,208.0
1,15,6,0,8,1,15,9,1,0,70,215,73.0,210.0
1,10,7,0,8,1,15,9,1,0,65,201,67.0,220.0
1,10,7,0,8,1,15,9,1,0,64,198,67.0,206.0
1,13,7,0,8,1,15,9,1,0,69,195,72.0,203.0
1,10,6,0,8,1,15,9,1,0,65,212,67.0,202.0
2,12,6,0,8,1,15,9,1,0,67,210,71.0,216.0
1,10,7,0,8,1,15,9,1,0,65,207,68.0,214.0
1,12,7,0,8,1,15,9,1,0,68,202,72.0,211.0
1,10,7,0,9,1,15,9,1,0,65,199,67.0,206.0
1,10,7,0,8,1,15,9,1,0,64,214,67.0,203.0
1,10,6,0,8,1,15,9,1,0,64,198,67.0,219.0
1,10,6,0,8,1,15,9,1,0,64,214,67.0,202.0
1,13,7,0,8,1,15,9,1,0,68,210,70.0,219.0
1,10,7,0,9,1,16,9,1,0,67,200,70.0,214.0
1,10,7,0,8,1,16,9,1,0,66,206,69.0,205.0
2,11,7,0,9,1,16,9,1,0,68,212,72.0,210.0
1,10,7,0,9,1,15,9,1,0,65,202,68.0,217.0
1,16,7,0,8,1,16,9,1,0,74,202,78.0,206.0
1,11,7,0,8,1,15,9,1,0,66,200,70.0,207.0
2,15,7,0,8,1,15,9,1,0,71,213,74.0,204.0
1,10,6,0,8,1,15,9,1,0,65,210,68.0,219.0
2,17,7,0,8,1,15,9,1,0,73,203,76.0,215.0
1,15,6,0,8,1,15,9,1,0,71,205,73.0,208.0
2,13,7,0,8,1,15,9,1,0,69,205,72.0,209.0
1,11,7,0,8,1,15,9,1,0,68,201,71.0,209.0
1,10,7,0,8,1,15,9,1,0,65,221,68.0,205.0
1,10,6,0,8,1,15,9,1,0,64,207,67.0,225.0
1,17,7,0,8,1,15,9,1,0,72,212,76.0,211.0
1,10,7,0,8,1,15,9,1,0,65,204,68.0,216.0
1,10,7,0,8,1,15,9,1,0,64,206,66.0,209.0
1,13,7,0,8,1,15,9,1,0,69,201,72.0,213.0
2,14,6,0,8,1,15,9,1,0,70,208,73.0,206.0
1,10,7,0,8,1,15,9,1,0,64,202,67.0,212.0
2,12,7,0,8,1,15,9,1,0,69,207,73.0,206.0
1,10,7,0,8,1,15,9,1,0,65,208,68.0,211.0
1,13,6,0,8,1,15,9,1,0,69,219,72.0,212.0
1,10,7,0,8,1,15,9,1,0,65,205,67.0,224.0
1,10,6,0,8,1,15,9,1,0,65,201,68.0,209.0
1,14,6,0,8,1,15,9,1,0,69,203,72.0,205.0
1,10,6,0,8,1,15,9,1,0,64,199,67.0,207.0
1,10,7,0,8,1,15,9,1,0,65,210,68.0,203.0
1,15,7,0,8,1,15,9,1,0,71,206,74.0,214.0
2,13,7,0,8,1,16,9,1,0,69,194,72.0,210.0
1,13,7,0,8,1,16,9,1,0,69,232,72.0,200.0
2,12,7,0,9,1,15,9,1,0,69,204,72.0,236.0
1,10,7,0,8,1,15,9,1,0,65,211,68.0,208.0
1,10,6,0,8,1,15,9,1,0,64,195,67.0,216.0
1,14,7,0,8,1,15,9,1,0,69,202,72.0,201.0
1,10,6,0,8,1,15,9,1,0,65,205,67.0,206.0
1,11,6,0,8,1,15,9,1,0,67,207,70.0,209.0
1,11,7,0,8,1,15,9,1,0,66,204,69.0,212.0
2,15,7,0,9,1,16,9,1,0,71,205,75.0,208.0
1,15,7,0,8,1,15,9,1,0,71,203,74.0,209.0
2,12,7,0,8,1,15,9,1,0,68,203,71.0,207.0
1,10,7,0,8,1,15,9,1,0,65,202,68.0,207.0
1,10,7,0,8,1,15,9,1,0,64,209,67.0,206.0
1,10,7,0,8,1,15,9,1,0,65,217,69.0,212.0
1,14,7,0,8,1,15,9,1,0,69,208,73.0,221.0
1,10,7,0,8,1,17,9,1,0,66,207,69.0,212.0
2,11,6,0,8,1,15,9,1,0,66,202,69.0,212.0
2,13,7,0,8,1,15,9,1,0,69,202,73.0,206.0
1,10,7,0,8,1,15,9,1,0,65,206,69.0,207.0
1,10,7,0,8,1,15,9,1,0,65,200,69.0,210.0
2,14,7,0,8,1,15,9,1,0,71,206,74.0,204.0
7,10,7,0,8,1,15,9,1,0,72,209,75.0,210.0
1,10,7,0,8,1,15,9,1,0,66,200,69.0,214.0
1,12,6,0,8,1,15,9,1,0,68,195,72.0,205.0
2,12,7,0,8,1,15,9,1,0,68,205,71.0,199.0
1,16,7,0,8,1,15,9,1,0,72,199,75.0,210.0
2,15,7,0,8,1,15,9,1,0,70,209,73.0,204.0
1,14,7,0,8,1,15,9,1,0,70,203,73.0,213.0
0,10,7,0,8,1,15,9,1,0,64,206,67.0,207.0
1,12,7,0,8,1,15,9,1,0,68,200,71.0,211.0
2,13,7,0,8,1,16,9,1,0,70,193,74.0,205.0
1,10,7,0,8,1,15,9,1,0,64,208,67.0,197.0
1,11,6,0,8,1,15,9,1,0,67,206,70.0,212.0
1,15,6,0,8,1,15,9,1,0,69,203,72.0,210.0
1,10,6,0,8,1,15,9,1,0,65,22,67.0,208.0
