Parsing time,Preprocessing time,Checking time,Related objects collection time,QP to QC conversion time,QC to QO conversion time,Query rewriting time,Cost-based optimization time,Collect Samples and Dcount Est.,Predicate Grant Injection,total,sql_exec_time,app_prep_time,app_exec_time
2,19,7,0,9,1,28,3,1,0,90,66,92.0,95.0
3,19,7,0,9,1,28,3,1,0,90,70,93.0,88.0
4,14,7,0,9,1,28,3,1,0,86,64,88.0,94.0
3,21,7,0,9,1,28,3,1,0,92,61,95.0,89.0
3,18,7,0,9,1,28,3,1,0,90,66,93.0,83.0
3,16,9,0,11,1,29,4,1,0,96,61,99.0,89.0
4,17,7,0,9,1,28,3,1,0,89,56,92.0,89.0
4,16,7,0,9,1,28,3,1,0,88,75,90.0,84.0
4,16,7,0,9,1,28,3,1,0,87,73,91.0,107.0
2,15,7,0,9,1,28,4,1,0,85,79,88.0,95.0
4,20,7,0,9,1,28,4,1,0,92,65,96.0,100.0
3,16,7,0,9,1,28,3,1,0,88,60,91.0,89.0
5,17,7,0,9,1,28,3,1,0,91,53,94.0,82.0
4,18,7,0,10,1,28,3,1,0,91,75,94.0,78.0
3,17,7,0,9,1,28,4,1,0,88,59,91.0,109.0
3,15,7,0,9,1,28,3,1,0,86,75,90.0,80.0
3,21,7,0,9,1,28,3,1,0,91,60,95.0,96.0
2,13,7,0,9,1,28,3,1,0,83,73,86.0,80.0
3,14,7,0,9,1,28,3,1,0,85,73,88.0,95.0
3,19,7,0,9,1,28,3,1,0,90,63,93.0,101.0
4,19,7,0,9,1,28,3,1,0,91,67,94.0,84.0
2,18,7,0,9,1,28,3,1,0,87,79,90.0,88.0
4,21,7,0,9,1,28,4,1,0,93,79,96.0,109.0
4,17,7,0,9,1,28,3,1,0,88,61,92.0,103.0
4,15,7,0,9,1,28,3,1,0,86,66,90.0,83.0
3,17,7,0,9,1,28,3,1,0,89,65,92.0,89.0
4,19,7,0,9,1,28,3,1,0,91,61,94.0,90.0
3,17,7,0,9,1,28,3,1,0,88,65,90.0,85.0
4,20,7,0,9,1,28,3,1,0,93,62,96.0,87.0
3,14,7,0,9,1,28,3,1,0,85,61,89.0,85.0
4,19,7,0,9,1,28,3,1,0,92,60,95.0,85.0
3,13,7,0,9,1,28,3,1,0,85,72,88.0,81.0
4,16,7,0,10,1,28,3,1,0,89,61,92.0,102.0
4,21,7,0,9,1,28,3,1,0,93,90,96.0,83.0
2,13,7,0,9,1,27,3,1,0,82,57,85.0,110.0
3,14,7,0,10,1,28,4,1,0,86,67,89.0,78.0
2,13,7,0,9,1,28,3,1,0,84,64,87.0,91.0
3,13,7,0,9,1,28,4,1,0,85,26,89.0,87.0
