Parsing time,Preprocessing time,Checking time,Related objects collection time,QP to QC conversion time,QC to QO conversion time,Query rewriting time,Cost-based optimization time,Collect Samples and Dcount Est.,Predicate Grant Injection,total,sql_exec_time,app_prep_time,app_exec_time
1,10,7,0,8,1,17,11,1,0,71,251,75.0,248.0
2,15,8,0,10,1,18,11,1,0,79,276,82.0,256.0
2,12,7,0,9,1,18,11,1,0,75,242,78.0,280.0
2,11,7,0,9,1,18,11,1,0,74,247,77.0,247.0
2,13,7,0,9,1,17,11,1,0,74,247,77.0,252.0
1,15,7,0,9,1,18,11,1,0,76,252,80.0,251.0
1,12,7,0,9,1,17,11,1,0,75,243,78.0,258.0
2,12,7,0,9,1,18,11,1,0,74,247,78.0,246.0
2,13,6,0,8,1,18,11,1,0,74,250,77.0,251.0
2,12,7,0,9,1,18,11,1,0,76,25,79.0,255.0
