al_rewr_time,al_prep_time,al_exec_time,al_parse_time,sql_exec_time,app_exec_time
35,79,270,3896,266,5159.0
91,2,252,4119,247,5476.0
49,2,238,4041,234,5511.0
45,2,233,4645,228,5671.0
42,2,233,3764,228,5032.0
77,2,230,4762,224,5981.0
42,3,234,4136,230,5149.0
44,7,240,4586,235,5789.0
42,1,225,4205,220,5147.0
45,2,234,4140,230,5333.0
48,1,241,4914,237,5988.0
44,2,237,4376,232,5536.0
46,2,237,3695,232,4649.0
46,1,247,4280,242,5459.0
40,2,237,4897,232,5828.0
49,2,233,4966,228,6113.0
38,2,235,4073,231,5108.0
41,2,228,4205,224,5259.0
39,1,241,4405,237,5417.0
52,2,238,4498,234,5514.0
47,2,233,4096,229,5279.0
40,1,241,4516,236,5491.0
36,2,252,4249,247,5315.0
48,2,238,4451,234,5575.0
48,2,231,4416,227,5332.0
44,2,232,3677,227,4788.0
39,3,242,4422,237,5491.0
42,2,235,3815,230,4766.0
46,1,254,3920,250,4889.0
40,1,240,4962,235,6152.0
39,1,230,4090,226,5166.0
38,2,236,3940,231,4907.0
41,2,247,4513,242,5465.0
39,2,233,4003,228,5083.0
44,2,244,4093,239,5106.0
43,2,230,4494,225,5533.0
45,2,240,4252,233,5326.0
47,2,235,4154,231,5195.0
39,2,231,4503,227,5533.0
47,2,247,4415,243,5682.0
42,2,244,4090,240,5284.0
38,1,228,4110,224,5098.0
45,2,233,3785,229,4729.0
45,2,220,4391,216,5410.0
44,2,238,4363,234,5365.0
54,3,235,4622,230,5640.0
45,3,245,4348,240,5545.0
40,2,249,4387,245,5458.0
44,1,237,4471,233,5447.0
42,2,239,4044,233,5199.0
40,2,237,4452,231,5502.0
32,2,236,4454,232,5446.0
39,1,234,4508,230,5463.0
43,2,243,3785,238,4756.0
38,2,246,3775,241,4840.0
40,2,224,4231,220,5214.0
31,2,230,4382,225,5386.0
37,2,221,4015,216,4977.0
45,2,232,4542,228,5567.0
43,1,227,3842,223,4873.0
35,2,244,4443,240,5486.0
44,2,227,4930,221,5992.0
34,2,240,4196,235,5200.0
39,2,237,4453,232,5530.0
43,2,239,4541,232,5500.0
49,1,234,3643,229,4670.0
42,1,242,3868,236,4980.0
46,2,245,3890,240,5196.0
34,2,234,4501,229,5457.0
41,2,247,4010,241,4978.0
43,3,242,5140,237,6207.0
39,2,260,4643,253,5609.0
45,2,236,4351,232,5407.0
42,2,228,3656,224,4591.0
47,1,231,4377,227,5351.0
39,2,235,4657,230,5801.0
45,1,263,3826,259,4813.0
48,2,238,4356,233,5361.0
39,1,232,4233,228,5135.0
51,2,235,3860,230,4816.0
43,2,240,3999,235,5615.0
61,2,246,4118,242,5180.0
50,2,226,3729,222,4822.0
40,2,233,3648,227,4711.0
45,2,239,4978,233,6034.0
43,2,244,4131,239,5164.0
37,2,236,4326,232,5236.0
44,2,229,3961,225,5114.0
40,2,236,3910,232,4816.0
47,2,233,4215,227,5135.0
37,2,240,4058,235,5061.0
50,2,236,3664,231,4606.0
42,2,236,4049,231,5118.0
47,2,234,3889,230,4931.0
35,1,231,4637,227,5681.0
48,2,240,4609,236,5536.0
44,2,239,3723,234,4863.0
32,2,239,3812,235,4729.0
43,1,220,4748,216,5644.0
45,2,238,4296,233,5407.0
