al_rewr_time,al_prep_time,al_exec_time,al_parse_time,sql_exec_time,app_exec_time
99,2,70,760,66,1081.0
55,2,66,934,62,1244.0
55,1,61,792,58,1049.0
58,3,71,936,68,1207.0
61,2,69,754,65,1035.0
134,2,65,995,61,1319.0
68,1,70,795,65,1089.0
229,2,85,941,79,1391.0
95,1,65,781,61,1078.0
55,2,75,923,69,1198.0
61,2,73,780,69,1041.0
52,2,70,970,66,1244.0
63,2,71,809,67,1097.0
62,2,70,749,67,1018.0
50,1,76,799,71,1071.0
55,2,76,977,71,1249.0
66,2,77,826,72,1135.0
66,2,82,879,77,1151.0
52,2,70,840,64,1088.0
54,2,78,753,73,1024.0
58,1,75,934,69,1236.0
56,2,67,901,63,1153.0
53,2,68,792,64,1041.0
54,2,74,776,70,1041.0
56,2,67,902,62,1183.0
52,1,67,779,63,1027.0
61,1,72,926,68,1179.0
52,2,76,796,72,1057.0
61,2,69,785,66,1092.0
51,1,70,788,66,1035.0
59,2,74,933,68,1195.0
60,2,65,932,60,1191.0
53,2,63,938,59,1194.0
51,1,68,911,64,1213.0
61,2,68,842,64,1113.0
58,2,76,863,70,1145.0
57,2,68,799,62,1058.0
57,2,69,831,65,1079.0
50,2,67,834,62,1119.0
43,2,69,798,65,1052.0
59,2,66,877,62,1140.0
53,1,75,814,70,1087.0
314,2,67,773,62,1283.0
54,2,83,839,79,1131.0
53,2,79,909,73,1174.0
50,2,70,769,66,1027.0
58,1,62,809,59,1053.0
53,2,77,917,72,1207.0
60,3,66,900,62,1163.0
56,2,65,890,61,1151.0
49,2,70,1098,64,1358.0
54,2,69,863,65,1111.0
57,2,64,919,60,1211.0
54,2,63,759,58,1017.0
55,2,71,980,67,1246.0
59,2,70,894,66,1163.0
54,1,70,1017,65,1310.0
62,2,66,773,61,1033.0
96,2,73,842,70,1173.0
56,2,76,962,70,1237.0
63,1,77,782,72,1068.0
62,3,86,1013,80,1302.0
58,2,70,950,65,1226.0
57,1,71,892,67,1142.0
53,1,69,786,65,1057.0
56,2,66,770,61,1014.0
59,1,67,767,63,1029.0
51,2,79,815,73,1070.0
60,2,74,852,69,1138.0
53,2,67,915,62,1173.0
60,2,68,933,63,1202.0
53,2,65,816,61,1124.0
54,2,65,923,60,1180.0
55,2,67,774,63,1033.0
61,2,79,930,74,1213.0
46,2,63,888,59,1163.0
61,2,66,901,61,1171.0
55,1,64,815,60,1079.0
59,1,75,915,70,1174.0
62,2,78,936,72,1252.0
63,2,73,766,69,1053.0
57,3,80,908,75,1189.0
54,1,66,762,63,1007.0
59,1,72,964,69,1251.0
51,2,62,965,57,1215.0
59,2,70,769,66,1033.0
55,1,66,756,62,993.0
55,1,65,746,60,1027.0
63,2,69,940,64,1195.0
60,2,64,965,60,1218.0
57,2,77,1003,72,1277.0
48,1,64,916,60,1156.0
63,2,67,875,63,1177.0
54,2,66,767,61,1016.0
55,2,75,992,68,1260.0
57,2,68,864,63,1126.0
61,2,78,893,73,1170.0
57,2,67,759,63,1042.0
51,2,79,821,76,1075.0
58,2,54,875,50,1126.0
