Parsing time,Preprocessing time,Checking time,Related objects collection time,QP to QC conversion time,QC to QO conversion time,Query rewriting time,Cost-based optimization time,Collect Samples and Dcount Est.,Predicate Grant Injection,total,sql_exec_time,app_prep_time,app_exec_time
0,13,6,0,8,1,7,6,1,0,52,82,55.0,87.0
0,12,6,0,8,1,7,6,1,0,50,79,54.0,84.0
0,16,7,0,8,1,8,6,1,0,59,81,62.0,85.0
0,7,6,0,8,1,8,6,1,0,46,83,49.0,87.0
0,8,11,0,13,1,8,6,1,0,52,79,55.0,83.0
0,11,7,0,8,1,8,6,1,0,52,83,55.0,87.0
0,7,8,0,10,1,8,6,1,0,50,85,53.0,89.0
0,12,7,0,8,1,8,6,1,0,53,77,56.0,81.0
0,12,7,0,8,1,8,6,1,0,52,79,55.0,84.0
0,7,7,0,8,1,7,6,1,0,47,87,50.0,92.0
0,7,6,0,8,1,7,6,1,0,46,83,48.0,89.0
0,9,6,0,8,1,7,6,1,0,48,86,53.0,90.0
0,13,6,0,8,1,8,6,1,0,53,82,56.0,86.0
0,15,7,0,8,1,8,6,1,0,57,84,61.0,89.0
0,15,7,0,8,1,7,6,1,0,56,79,59.0,83.0
0,13,6,0,8,1,8,6,1,0,52,77,56.0,81.0
0,13,7,0,8,1,8,6,1,0,53,79,56.0,83.0
0,15,9,0,10,1,10,9,3,0,66,82,69.0,87.0
0,11,6,0,7,1,13,6,7,0,55,85,58.0,90.0
0,7,6,0,8,1,7,6,1,0,45,89,48.0,93.0
0,11,6,0,8,1,7,6,1,0,50,82,53.0,88.0
0,12,7,0,8,1,7,6,1,0,51,82,54.0,86.0
0,11,6,0,8,1,8,6,1,0,50,88,53.0,94.0
0,11,7,0,8,1,8,6,1,0,50,82,54.0,87.0
0,9,6,0,8,1,7,6,1,0,48,86,51.0,90.0
0,11,7,0,9,1,8,6,1,0,52,85,55.0,89.0
0,16,6,0,8,1,7,6,1,0,56,77,59.0,82.0
0,9,7,0,8,1,8,6,1,0,48,80,51.0,85.0
0,12,6,0,8,1,8,6,1,0,52,84,58.0,88.0
0,8,6,0,8,1,8,6,1,0,47,85,50.0,89.0
0,10,6,0,8,1,8,6,1,0,49,85,52.0,89.0
0,13,6,0,8,1,7,6,1,0,52,80,55.0,84.0
0,22,6,0,8,1,8,6,1,0,62,85,66.0,90.0
0,15,6,0,8,1,8,6,1,0,54,80,58.0,84.0
0,14,6,0,8,1,8,6,1,0,53,87,56.0,92.0
0,24,7,0,8,1,8,6,1,0,66,80,69.0,86.0
0,16,7,0,8,1,8,6,1,0,57,78,61.0,82.0
0,14,6,0,8,1,7,6,1,0,53,84,56.0,89.0
0,15,6,0,8,1,8,6,1,0,55,87,58.0,91.0
0,12,6,0,8,1,7,6,1,0,50,100,53.0,105.0
0,15,7,0,8,1,8,6,1,0,56,79,58.0,83.0
0,13,6,0,8,1,8,6,1,0,52,80,55.0,84.0
0,13,6,0,8,1,7,6,1,0,52,80,55.0,84.0
0,13,7,0,8,1,8,6,1,0,53,98,56.0,102.0
0,10,7,0,8,1,8,6,1,0,50,87,54.0,91.0
0,12,6,0,8,1,8,6,1,0,51,92,54.0,97.0
0,9,7,0,8,1,8,6,1,0,49,92,52.0,97.0
0,16,7,0,8,1,8,6,1,0,58,80,61.0,84.0
0,15,7,0,8,1,7,6,1,0,55,76,58.0,80.0
0,16,7,0,8,1,8,6,1,0,58,88,62.0,93.0
0,9,6,0,8,1,8,6,1,0,49,87,52.0,94.0
0,9,6,0,8,1,7,6,1,0,48,93,52.0,97.0
0,13,6,0,7,1,7,6,1,0,52,79,55.0,83.0
0,9,6,0,8,1,7,6,1,0,48,87,50.0,91.0
0,14,7,0,8,1,7,6,1,0,53,76,57.0,80.0
0,13,6,0,8,1,8,6,1,0,52,81,56.0,85.0
0,13,6,0,8,1,7,6,1,0,52,86,55.0,90.0
0,13,6,0,8,1,7,6,1,0,52,83,55.0,88.0
0,16,6,0,8,1,7,6,1,0,55,81,58.0,85.0
0,13,6,0,8,1,8,6,1,0,52,83,55.0,87.0
0,14,6,0,7,1,7,6,1,0,53,103,55.0,109.0
0,14,6,0,8,1,7,6,1,0,53,93,56.0,97.0
0,14,6,0,8,1,7,6,1,0,52,82,56.0,86.0
0,9,6,0,8,1,8,6,1,0,48,94,51.0,98.0
0,9,7,0,8,1,8,6,1,0,49,81,52.0,85.0
0,10,7,0,8,1,8,6,1,0,52,91,55.0,95.0
0,10,6,0,8,1,8,6,1,0,49,103,53.0,108.0
0,13,6,0,8,1,8,6,1,0,52,78,55.0,82.0
0,13,6,0,8,1,8,6,1,0,53,82,56.0,122.0
