al_rewr_time,al_prep_time,al_exec_time,al_parse_time,sql_exec_time,app_exec_time
83,68,125,1658,121,2268.0
52,2,100,1630,95,2037.0
45,1,118,2012,113,2488.0
41,2,102,1568,98,1981.0
36,2,107,1786,102,2210.0
36,2,105,1720,99,2112.0
37,2,106,1629,101,2044.0
36,2,100,1723,96,2105.0
43,2,118,1600,112,2057.0
36,2,106,1525,101,1919.0
40,1,104,1586,99,1990.0
37,2,110,1943,104,2354.0
38,3,101,1651,96,2058.0
39,2,101,1560,96,2098.0
44,3,105,1628,101,2026.0
38,1,99,1933,96,2430.0
45,2,109,1677,105,2081.0
39,1,109,2113,103,2659.0
43,1,99,1961,95,2354.0
41,2,115,1582,110,2159.0
42,2,99,1970,96,2379.0
40,2,119,1985,112,2492.0
38,2,102,2024,98,2427.0
40,1,116,2069,112,2602.0
41,2,116,2063,111,2510.0
38,2,107,1529,102,2146.0
43,2,105,1660,100,2078.0
42,2,113,1545,107,1950.0
41,2,111,1814,106,2297.0
39,2,109,1517,102,1930.0
40,1,98,1526,93,1914.0
35,2,99,1560,95,1981.0
38,2,104,1843,99,2252.0
42,1,103,1646,99,2058.0
40,2,104,1620,100,2024.0
37,2,94,1783,90,2165.0
43,2,112,1881,106,2300.0
38,2,106,1579,101,2035.0
41,1,99,1553,95,1963.0
41,1,115,1591,111,2025.0
36,2,108,1532,103,1993.0
35,2,108,1898,103,2291.0
43,2,107,1870,102,2284.0
41,2,104,1933,100,2389.0
156,1,101,1925,96,2453.0
43,2,123,1772,118,2213.0
44,1,103,1518,99,1928.0
44,2,99,2004,94,2424.0
42,2,109,1842,103,2250.0
47,1,100,1990,94,2404.0
43,2,107,1622,103,2033.0
39,2,108,2013,103,2493.0
45,3,108,1807,103,2237.0
40,1,105,1557,101,1978.0
41,2,103,1728,99,2161.0
40,2,104,1992,100,2401.0
47,2,104,1896,100,2308.0
47,2,100,1848,96,2255.0
44,1,103,1837,98,2249.0
45,1,107,1869,103,2300.0
40,2,109,1642,105,2046.0
40,2,106,1682,100,2104.0
55,2,106,1889,102,2319.0
46,2,104,1970,99,2426.0
44,1,96,1707,91,2089.0
39,2,100,1888,96,2290.0
42,1,104,1643,98,2052.0
43,2,115,1800,109,2302.0
35,2,122,1878,117,2272.0
42,2,100,1604,96,2024.0
43,3,103,1889,98,2293.0
41,2,102,1773,98,2179.0
40,2,107,1779,103,2208.0
35,2,102,1825,98,2228.0
38,2,113,1891,108,2322.0
37,1,104,1586,100,1996.0
36,2,104,1662,99,2103.0
39,2,98,1543,94,2000.0
49,2,111,1590,104,2017.0
934,2,110,1618,105,3030.0
39,2,101,1972,97,2373.0
45,2,100,1582,96,2053.0
36,2,107,1793,102,2203.0
43,2,101,1654,97,2049.0
40,1,94,1880,90,2278.0
37,2,101,1639,98,2033.0
38,2,102,1878,98,2339.0
38,1,104,1766,99,2161.0
39,2,102,1774,98,2176.0
48,2,104,1605,100,2027.0
59,2,106,1589,102,2017.0
50,3,102,1934,97,2411.0
38,1,100,1792,96,2180.0
234,3,100,1555,97,2151.0
45,2,105,1573,100,1997.0
41,2,103,1916,98,2328.0
50,2,120,1769,114,2232.0
39,2,103,1951,98,2394.0
38,2,106,1944,102,2366.0
41,2,104,1657,100,2072.0
