Parsing time,Preprocessing time,Checking time,Related objects collection time,QP to QC conversion time,QC to QO conversion time,Query rewriting time,Cost-based optimization time,Collect Samples and Dcount Est.,Predicate Grant Injection,total,sql_exec_time,app_prep_time,app_exec_time
1,13,7,0,8,1,10,10,1,0,60,123,63.0,126.0
1,18,6,0,8,1,10,10,1,0,66,120,69.0,127.0
1,17,6,0,8,1,10,10,1,0,64,133,67.0,125.0
0,13,7,0,8,1,10,10,1,0,63,125,66.0,138.0
1,15,6,0,8,1,10,10,1,0,63,122,67.0,130.0
0,8,6,0,8,1,10,10,1,0,56,115,59.0,126.0
1,14,7,0,8,1,10,10,1,0,62,112,66.0,120.0
1,12,7,0,8,1,10,10,1,0,60,117,63.0,116.0
1,12,7,0,8,1,10,10,1,0,60,116,64.0,121.0
1,9,6,0,8,1,10,10,1,0,57,123,60.0,121.0
1,13,7,0,8,1,10,10,1,0,62,124,65.0,128.0
1,14,7,0,8,1,10,10,1,0,67,127,71.0,129.0
1,15,6,0,8,1,10,10,1,0,63,127,66.0,132.0
1,17,6,0,8,1,10,10,1,0,65,119,69.0,132.0
1,18,7,0,8,1,10,10,1,0,66,125,69.0,124.0
1,16,6,0,8,1,10,10,1,0,64,116,67.0,129.0
1,14,6,0,8,1,10,10,1,0,62,118,65.0,121.0
1,13,6,0,8,1,10,12,1,0,62,117,64.0,123.0
1,15,7,0,8,1,10,10,1,0,64,126,67.0,121.0
1,16,7,0,8,1,10,10,1,0,67,134,71.0,130.0
1,14,6,0,8,1,10,10,1,0,61,111,64.0,139.0
1,13,7,0,8,1,10,10,1,0,61,116,65.0,116.0
1,11,7,0,8,1,10,11,1,0,63,113,67.0,120.0
1,13,7,0,9,1,10,11,1,0,63,118,66.0,117.0
1,13,6,0,8,1,10,10,1,0,61,122,64.0,122.0
1,13,6,0,8,1,10,10,1,0,61,116,64.0,127.0
1,11,6,0,8,1,10,10,1,0,58,133,62.0,121.0
1,14,7,0,8,1,10,10,1,0,62,133,65.0,137.0
1,15,6,0,8,1,10,10,1,0,62,128,66.0,138.0
1,18,7,0,8,1,10,10,1,0,70,127,72.0,133.0
1,13,6,0,8,1,10,10,1,0,61,116,65.0,133.0
0,9,7,0,8,2,10,10,1,0,58,121,60.0,121.0
1,10,6,0,8,1,10,10,1,0,57,113,60.0,127.0
1,12,7,0,8,1,10,10,1,0,61,121,64.0,117.0
1,12,6,0,8,1,10,10,1,0,59,126,63.0,125.0
1,15,7,0,8,1,10,10,1,0,64,131,68.0,131.0
0,10,7,0,9,1,10,10,1,0,60,123,63.0,137.0
1,17,6,0,8,1,10,10,1,0,65,127,69.0,127.0
0,8,6,0,8,1,10,10,1,0,55,123,58.0,131.0
1,11,7,0,8,1,10,10,1,0,59,131,63.0,128.0
1,13,6,0,8,1,10,10,1,0,61,126,64.0,136.0
1,17,7,0,8,1,10,10,1,0,67,121,69.0,129.0
1,17,6,0,8,1,10,10,1,0,66,114,69.0,126.0
1,11,6,0,8,1,10,10,1,0,59,114,61.0,119.0
1,11,7,0,8,1,10,10,1,0,59,125,63.0,118.0
1,16,7,0,8,1,10,10,1,0,64,121,67.0,129.0
1,14,7,0,8,1,10,10,1,0,63,121,66.0,125.0
1,9,7,0,8,1,10,10,1,0,57,125,60.0,126.0
1,18,6,0,8,1,10,10,1,0,67,120,70.0,129.0
1,13,6,0,8,1,10,10,1,0,61,134,64.0,125.0
0,8,6,0,8,1,10,10,1,0,55,127,58.0,138.0
0,12,7,0,8,1,10,10,1,0,61,125,63.0,131.0
1,16,8,0,10,1,10,12,1,0,70,115,73.0,130.0
0,9,6,0,8,1,10,10,1,0,57,120,60.0,119.0
1,15,7,0,8,1,10,10,1,0,63,132,66.0,124.0
1,11,6,0,8,1,10,10,1,0,59,119,62.0,137.0
1,17,7,0,8,1,10,10,1,0,70,102,73.0,123.0
1,15,7,0,8,1,10,10,1,0,64,123,67.0,107.0
1,15,7,0,8,1,10,10,1,0,64,98,68.0,127.0
1,12,6,0,8,1,10,10,1,0,59,116,62.0,102.0
1,10,7,0,8,1,11,10,1,0,60,120,63.0,120.0
1,12,6,0,8,1,10,10,1,0,61,132,64.0,124.0
1,17,6,0,8,1,10,10,1,0,66,119,70.0,137.0
1,14,7,0,8,1,10,10,1,0,62,130,66.0,124.0
0,11,7,0,8,1,10,10,1,0,58,119,62.0,135.0
1,14,6,0,8,1,10,10,1,0,61,117,64.0,125.0
0,14,7,0,8,1,10,10,1,0,61,115,64.0,122.0
1,17,6,0,8,1,10,10,1,0,66,122,70.0,119.0
1,14,7,0,10,2,16,12,2,0,83,124,87.0,126.0
1,13,6,0,8,1,10,10,1,0,60,125,63.0,128.0
1,14,7,0,8,1,10,10,1,0,64,116,67.0,129.0
1,15,7,0,8,1,10,10,1,0,63,120,66.0,120.0
1,13,6,0,8,1,10,10,1,0,60,121,63.0,125.0
1,10,7,0,8,1,11,10,1,0,59,98,62.0,126.0
1,13,6,0,8,1,10,10,1,0,60,124,64.0,102.0
1,13,7,0,8,1,10,10,1,0,61,144,65.0,128.0
1,10,6,0,8,1,10,10,1,0,57,110,60.0,148.0
0,9,6,0,8,1,10,10,1,0,57,135,60.0,114.0
1,11,7,0,8,1,11,10,1,0,60,121,63.0,139.0
1,16,7,0,8,1,10,10,1,0,65,121,69.0,125.0
1,16,7,0,8,1,10,10,1,0,67,135,70.0,126.0
1,13,6,0,8,1,10,10,1,0,62,113,65.0,140.0
1,9,6,0,8,1,10,10,1,0,56,118,59.0,118.0
1,14,6,0,8,1,10,10,1,0,61,121,65.0,122.0
0,11,7,0,8,1,10,10,1,0,60,140,63.0,125.0
0,8,6,0,8,1,10,10,1,0,55,116,59.0,143.0
1,11,6,0,8,1,10,10,1,0,59,120,62.0,120.0
1,10,7,0,8,1,10,10,1,0,59,115,63.0,124.0
1,12,6,0,8,1,10,10,1,0,60,118,63.0,120.0
1,12,7,0,8,1,10,10,1,0,60,119,63.0,124.0
1,14,7,0,8,1,10,10,1,0,62,127,65.0,123.0
1,10,6,0,8,1,10,10,1,0,57,121,60.0,132.0
1,14,7,0,8,1,10,10,1,0,63,115,66.0,126.0
1,14,6,0,8,1,10,10,1,0,61,120,65.0,120.0
1,14,7,0,8,1,11,10,1,0,62,124,65.0,124.0
1,14,7,0,8,1,10,10,1,0,62,145,65.0,128.0
1,13,7,0,8,1,10,10,1,0,61,128,64.0,151.0
1,13,7,0,8,1,10,10,1,0,62,115,65.0,133.0
1,10,6,0,8,1,10,10,1,0,57,126,60.0,119.0
1,15,7,0,8,1,10,10,1,0,64,28,67.0,133.0
